modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
llama3:latest,P2,1,1,1,3,lanceiro,lanceiro,neutra,neutro,2,2,otimo
llama3:latest,P2,1,1,1,5,lanceiro,arqueiro,neutra,nao,2,2,otimo
llama3:latest,P2,1,2,1,9,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio
llama3:latest,P2,1,2,1,15,arqueiro,lanceiro,neutra,sim,3,1,desperdicio
llama3:latest,P2,1,3,1,9,lanceiro,cavaleiro,neutra,sim,2,1,desperdicio
llama3:latest,P2,1,4,3,11,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
llama3:latest,P2,1,5,1,7,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
llama3:latest,P2,1,5,1,9,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
llama3:latest,P2,1,7,1,7,arqueiro,cavaleiro,neutra,nao,1,4,suicidio
llama3:latest,P2,1,7,5,9,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
llama3:latest,P2,1,11,15,7,arqueiro,cavaleiro,neutra,nao,7,2,desperdicio
llama3:latest,P2,1,12,1,9,arqueiro,cavaleiro,neutra,nao,1,6,suicidio
llama3:latest,P2,1,12,3,11,arqueiro,lanceiro,neutra,sim,1,3,suicidio
llama3:latest,P2,1,14,3,11,arqueiro,lanceiro,neutra,sim,1,3,suicidio
llama3:latest,P2,1,15,1,9,lanceiro,cavaleiro,neutra,sim,2,4,suicidio
llama3:latest,P2,2,1,1,3,lanceiro,lanceiro,neutra,neutro,2,2,otimo
llama3:latest,P2,2,1,1,5,lanceiro,lanceiro,neutra,neutro,2,2,otimo
llama3:latest,P2,2,3,1,19,lanceiro,cavaleiro,neutra,sim,2,1,desperdicio
llama3:latest,P2,2,3,1,11,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3:latest,P2,2,4,1,19,cavaleiro,cavaleiro,neutra,neutro,5,2,desperdicio
llama3:latest,P2,2,6,19,4,cavaleiro,lanceiro,neutra,nao,4,2,desperdicio
llama3:latest,P2,2,7,19,4,arqueiro,lanceiro,neutra,sim,5,1,desperdicio
llama3:latest,P2,2,8,1,13,arqueiro,lanceiro,neutra,sim,2,2,otimo
llama3:latest,P2,2,8,1,15,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
llama3:latest,P2,2,9,1,13,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3:latest,P2,2,9,11,21,arqueiro,arqueiro,neutra,neutro,8,3,desperdicio
llama3:latest,P2,2,11,3,15,lanceiro,cavaleiro,neutra,sim,2,3,suicidio
llama3:latest,P2,2,12,1,15,lanceiro,cavaleiro,neutra,sim,2,3,suicidio
llama3:latest,P2,2,13,1,21,lanceiro,arqueiro,neutra,nao,1,6,suicidio
llama3:latest,P2,2,15,3,7,lanceiro,cavaleiro,neutra,sim,1,4,suicidio
llama3:latest,P2,3,1,1,3,lanceiro,cavaleiro,neutra,sim,3,1,desperdicio
llama3:latest,P2,3,1,1,5,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3:latest,P2,3,2,1,17,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3:latest,P2,3,2,1,23,arqueiro,lanceiro,neutra,sim,2,1,desperdicio
llama3:latest,P2,3,4,3,9,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3:latest,P2,3,5,1,7,arqueiro,cavaleiro,neutra,nao,3,4,suicidio
llama3:latest,P2,4,1,1,3,lanceiro,arqueiro,neutra,nao,2,2,otimo
llama3:latest,P2,4,1,1,5,lanceiro,lanceiro,neutra,neutro,2,2,otimo
llama3:latest,P2,4,2,1,3,arqueiro,arqueiro,neutra,neutro,3,2,desperdicio
llama3:latest,P2,4,2,1,15,arqueiro,lanceiro,neutra,sim,3,1,desperdicio
llama3:latest,P2,4,3,3,7,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
llama3:latest,P2,4,4,3,7,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
llama3:latest,P2,4,5,1,13,arqueiro,cavaleiro,neutra,nao,3,4,suicidio
llama3:latest,P2,4,5,3,11,lanceiro,lanceiro,neutra,neutro,2,3,suicidio
llama3:latest,P2,4,6,1,11,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3:latest,P2,4,11,1,11,arqueiro,lanceiro,neutra,sim,2,3,suicidio
llama3:latest,P2,4,11,5,19,lanceiro,arqueiro,neutra,nao,2,6,suicidio
llama3:latest,P2,4,15,1,19,arqueiro,arqueiro,neutra,neutro,2,6,suicidio
llama3:latest,P2,5,1,1,3,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio
llama3:latest,P2,5,1,1,5,lanceiro,cavaleiro,neutra,sim,3,1,desperdicio
llama3:latest,P2,5,2,1,21,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3:latest,P2,5,2,1,9,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3:latest,P2,5,3,3,9,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3:latest,P2,5,6,3,19,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
llama3:latest,P2,5,8,1,19,lanceiro,cavaleiro,neutra,sim,2,2,otimo
llama3:latest,P2,5,9,1,9,arqueiro,arqueiro,neutra,neutro,3,3,otimo
llama3:latest,P2,5,9,3,19,lanceiro,cavaleiro,neutra,sim,1,1,otimo
llama3:latest,P2,5,12,1,9,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
llama3:latest,P2,5,12,5,13,lanceiro,lanceiro,neutra,neutro,4,4,otimo
llama3:latest,P2,5,15,1,13,arqueiro,lanceiro,neutra,sim,1,2,suicidio
