modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
qwen2.5:3b,P2,1,1,1,3,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio
qwen2.5:3b,P2,1,1,1,5,lanceiro,arqueiro,neutra,nao,5,2,desperdicio
qwen2.5:3b,P2,1,2,3,9,lanceiro,cavaleiro,neutra,sim,1,1,otimo
qwen2.5:3b,P2,1,2,3,7,lanceiro,cavaleiro,neutra,sim,1,1,otimo
qwen2.5:3b,P2,1,4,3,19,arqueiro,arqueiro,neutra,neutro,2,2,otimo
qwen2.5:3b,P2,1,5,3,17,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
qwen2.5:3b,P2,1,5,5,12,arqueiro,lanceiro,neutra,sim,2,2,otimo
qwen2.5:3b,P2,1,6,5,9,lanceiro,cavaleiro,neutra,sim,2,2,otimo
qwen2.5:3b,P2,1,7,5,7,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
qwen2.5:3b,P2,1,8,19,8,arqueiro,cavaleiro,neutra,nao,1,4,suicidio
qwen2.5:3b,P2,2,1,1,3,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio
qwen2.5:3b,P2,2,1,1,5,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio
qwen2.5:3b,P2,2,2,1,3,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P2,2,2,1,5,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P2,2,3,3,21,cavaleiro,arqueiro,neutra,sim,1,1,otimo
qwen2.5:3b,P2,2,6,3,19,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
qwen2.5:3b,P2,2,6,3,7,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
qwen2.5:3b,P2,2,9,5,19,arqueiro,cavaleiro,neutra,nao,2,2,otimo
qwen2.5:3b,P2,2,9,5,11,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
qwen2.5:3b,P2,2,10,5,21,cavaleiro,arqueiro,neutra,sim,1,3,suicidio
qwen2.5:3b,P2,2,12,3,7,lanceiro,cavaleiro,neutra,sim,1,3,suicidio
qwen2.5:3b,P2,2,12,3,8,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
qwen2.5:3b,P2,2,13,3,9,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
qwen2.5:3b,P2,2,13,3,8,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
qwen2.5:3b,P2,2,15,3,7,lanceiro,cavaleiro,neutra,sim,1,4,suicidio
qwen2.5:3b,P2,2,15,5,16,lanceiro,lanceiro,neutra,neutro,1,6,suicidio
qwen2.5:3b,P2,3,1,1,3,lanceiro,cavaleiro,neutra,sim,5,1,desperdicio
qwen2.5:3b,P2,3,2,1,5,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
qwen2.5:3b,P2,3,2,1,23,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio
qwen2.5:3b,P2,3,3,1,23,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P2,3,3,3,7,lanceiro,cavaleiro,neutra,sim,1,1,otimo
qwen2.5:3b,P2,3,4,3,7,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio
qwen2.5:3b,P2,4,1,1,3,lanceiro,arqueiro,neutra,nao,4,2,desperdicio
qwen2.5:3b,P2,4,1,1,5,lanceiro,lanceiro,neutra,neutro,4,2,desperdicio
qwen2.5:3b,P2,4,2,1,3,cavaleiro,arqueiro,neutra,sim,1,1,otimo
qwen2.5:3b,P2,4,3,1,15,cavaleiro,lanceiro,neutra,nao,2,2,otimo
qwen2.5:3b,P2,4,3,3,4,cavaleiro,,inimigo,neutro,1,1,otimo
qwen2.5:3b,P2,4,4,3,19,lanceiro,arqueiro,neutra,nao,2,2,otimo
qwen2.5:3b,P2,4,4,5,17,arqueiro,arqueiro,neutra,neutro,2,2,otimo
qwen2.5:3b,P2,4,5,13,6,lanceiro,arqueiro,neutra,nao,2,4,suicidio
qwen2.5:3b,P2,4,5,13,7,lanceiro,arqueiro,neutra,nao,2,4,suicidio
qwen2.5:3b,P2,4,8,3,19,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
qwen2.5:3b,P2,4,8,5,7,lanceiro,arqueiro,neutra,nao,1,2,suicidio
qwen2.5:3b,P2,4,10,15,7,cavaleiro,arqueiro,neutra,sim,1,2,suicidio
qwen2.5:3b,P2,5,1,1,3,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio
qwen2.5:3b,P2,5,1,1,5,lanceiro,cavaleiro,neutra,sim,5,1,desperdicio
qwen2.5:3b,P2,5,2,3,7,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P2,5,2,3,8,lanceiro,arqueiro,neutra,nao,1,2,suicidio
qwen2.5:3b,P2,5,4,3,23,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P2,5,5,1,7,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
qwen2.5:3b,P2,5,5,3,6,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
qwen2.5:3b,P2,5,6,3,7,arqueiro,lanceiro,neutra,sim,2,2,otimo
qwen2.5:3b,P2,5,6,5,7,lanceiro,lanceiro,neutra,neutro,5,3,desperdicio
qwen2.5:3b,P2,5,7,3,7,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
qwen2.5:3b,P2,5,8,21,9,cavaleiro,arqueiro,neutra,sim,1,2,suicidio
