modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
llama3.1:8b,P1,1,1,1,3,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio
llama3.1:8b,P1,1,1,1,5,lanceiro,arqueiro,neutra,nao,4,2,desperdicio
llama3.1:8b,P1,1,2,3,9,lanceiro,cavaleiro,neutra,sim,3,1,desperdicio
llama3.1:8b,P1,1,2,5,15,lanceiro,lanceiro,neutra,neutro,4,2,desperdicio
llama3.1:8b,P1,1,4,15,7,lanceiro,cavaleiro,neutra,sim,3,1,desperdicio
llama3.1:8b,P1,1,5,1,9,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
llama3.1:8b,P1,1,6,1,9,arqueiro,cavaleiro,neutra,nao,4,4,otimo
llama3.1:8b,P1,1,6,15,10,lanceiro,lanceiro,neutra,neutro,4,3,desperdicio
llama3.1:8b,P1,1,7,3,19,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,1,7,7,13,lanceiro,lanceiro,neutra,neutro,3,3,otimo
llama3.1:8b,P1,1,8,7,19,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
llama3.1:8b,P1,1,9,1,17,lanceiro,lanceiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,1,10,5,17,arqueiro,lanceiro,neutra,sim,1,3,suicidio
llama3.1:8b,P1,1,10,11,13,lanceiro,lanceiro,neutra,neutro,3,4,suicidio
llama3.1:8b,P1,1,11,5,17,arqueiro,lanceiro,neutra,sim,1,3,suicidio
llama3.1:8b,P1,2,1,1,11,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3.1:8b,P1,2,1,1,19,cavaleiro,cavaleiro,neutra,neutro,3,2,desperdicio
llama3.1:8b,P1,2,2,1,3,lanceiro,lanceiro,neutra,neutro,2,2,otimo
llama3.1:8b,P1,2,2,1,5,arqueiro,lanceiro,neutra,sim,4,1,desperdicio
llama3.1:8b,P1,2,4,5,7,arqueiro,cavaleiro,neutra,nao,2,2,otimo
